maintenance_task_id,brand,model,variant,year_from,year_to,market,canonical_task_code,task_name_original,task_name_en,task_name_tr,component_group,action,first_due_km,repeat_every_km,first_due_months,repeat_every_months,due_km_min,due_km_max,condition,is_periodic,is_safety_critical,usage_condition,inferred_pattern,source_id,source_page,source_table,evidence,confidence,notes
MT_MONDIAL_WING50I_15,Mondial,Wing 50i,WING 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,LIGHTS,"Lambalar / Gidon, Kumanda, Gosterge ve Aydinlatma - K",Lights & controls check,Aydinlatma ve kumanda kontrolu,LIGHTS,INSPECT,2000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_WING50I_OM,21,Periyodik Bakim Tablosu,"""Lambalar  K K K K"" / ""Gidon, Kumanda, Gosterge ve Aydinlatma  --  K,A  K  K,A""",HIGH,
MT_MONDIAL_WING50I_16,Mondial,Wing 50i,WING 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,GENERAL_INSPECTION,Servisleme / Periyodik bakim,General periodic service,Genel periyodik servis,GENERAL_INSPECTION,SERVICE,1000,2000,1,6,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_WING50I_OM,21,Periyodik Bakim Tablosu,"Full Periyodik Bakim Tablosu; services at 500-1000, 2000, 4000, 6000, 8000, 10000 ... km (every 2000 km / 6 months).",HIGH,
MT_MONDIAL_WING50I_17,Mondial,Wing 50i,WING 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,COOLANT,Sogutma Sistemi (sogutma sivisi 2 yilda bir degisim),Coolant inspection / change,Sogutma sistemi kontrol/degisim,COOLANT,INSPECT,1000,2000,UNKNOWN,24,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_WING50I_OM,21,Periyodik Bakim Tablosu,"""Sogutma Sistemi (sogutma sivisi 2 yilda bir degisim)  K K K K""",MEDIUM,"Table row is generic; the RideBase inventory lists this Mondial 50 as AIR-cooled, so this cooling-system row may not apply to this exact variant."
MT_MONDIAL_WING50I_18,Mondial,Wing 50i,WING 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,FUEL_FILTER,Yakit Filtresi / Benzin Filtresi,Fuel filter inspection/replace,Yakit filtresi kontrol/degisim,FUEL_FILTER,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_WING50I_OM,21,Periyodik Bakim Tablosu,"""Hava, Yag ve Yakit Filtreleri  T,B,D ..."" ; p24: ""Benzin filtresinin tum periyodik bakimlarda kontrol edilmesi, gerekli ise degistirilmesi""",MEDIUM,
MT_MONDIAL_WING50I_19,Mondial,Wing 50i,WING 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,CLUTCH,Kavrama - K / ECU & EFI Sistemi - K,Clutch & EFI system inspection,Kavrama ve EFI sistemi kontrolu,CLUTCH,INSPECT,2000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_WING50I_OM,21,Periyodik Bakim Tablosu,"""Kavrama  --  K K K"" / ""ECU & EFI Sistemi  --  K K K""",HIGH,
MT_MONDIAL_EXON50_01,Mondial,Exon 50,EXON 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,ENGINE_OIL,Motor ve Sanzman Yagi - D,Engine oil change,Motor yagi degisimi,ENGINE_OIL,REPLACE,1000,1000,UNKNOWN,,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_EXON50_OM,21,Periyodik Bakim Tablosu,"""Motor ve Sanzman Yagi  Her 1.000 Km de degistir""",HIGH,"Table row combines engine + transmission oil. Scooter table states 'change every 1,000 km'."
MT_MONDIAL_EXON50_02,Mondial,Exon 50,EXON 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,AIR_FILTER,"Hava, Yag ve Yakit Filtreleri - T,B,D",Air filter clean,Hava filtresi temizligi,AIR_FILTER,CLEAN,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Clean more often in wet/dusty use.,1,0,NORMAL,false,SRC_MONDIAL_EXON50_OM,21,Periyodik Bakim Tablosu,"""Hava, Yag ve Yakit Filtreleri  T,B,D  T,B  T,B  D""",HIGH,
MT_MONDIAL_EXON50_03,Mondial,Exon 50,EXON 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,AIR_FILTER,Hava Filtresi - D,Air filter replace,Hava filtresi degisimi,AIR_FILTER,REPLACE,4000,4000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_MONDIAL_EXON50_OM,21,Periyodik Bakim Tablosu,"""Hava, Yag ve Yakit Filtreleri ... D"" marked at 500-1000 and 6000 km columns",MEDIUM,
MT_MONDIAL_EXON50_04,Mondial,Exon 50,EXON 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,SPARK_PLUG,"Buji - K,T,D",Spark plug clean & gap,Buji temizlik/ayar,SPARK_PLUG,CLEAN,2000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_EXON50_OM,21,Periyodik Bakim Tablosu,"""Buji  K  K,T,D  K,T,D  K,T,D"" (check/clean/replace-if-needed from 2000 km)",HIGH,Table gives no separate spark-plug replace-only interval (D = replace if worn). Gap 0.6-0.7 mm.
MT_MONDIAL_EXON50_05,Mondial,Exon 50,EXON 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,VALVE_CLEARANCE,"Supap araligi, sente ve motor - K",Valve clearance inspection,Supap boslugu kontrolu,VALVE_CLEARANCE,INSPECT,4000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_MONDIAL_EXON50_OM,21,Periyodik Bakim Tablosu,"""Supap araligi, sente ve motor  --  --  K  K"" (checked from the 4000 km column)",MEDIUM,
MT_MONDIAL_EXON50_06,Mondial,Exon 50,EXON 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,BRAKE_FLUID,Hidrolik Fren Sivisi ve Baglantilari,Brake fluid inspection / change,Fren hidroligi kontrol/degisim,BRAKE_FLUID,INSPECT,2000,2000,UNKNOWN,36,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_EXON50_OM,21,Periyodik Bakim Tablosu,"""Hidrolik Fren Sivisi ve Baglantilari  Her 2.000 km bakim, max 3 yilda bir degisim""",HIGH,Inspect every 2000 km; replace at most every 3 years.
MT_MONDIAL_EXON50_07,Mondial,Exon 50,EXON 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,BRAKE_PADS,"On / Arka Fren Balatalari - K,D",Brake pad inspection,Fren balata kontrolu,BRAKE_PADS,INSPECT,2000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Replace (D) when worn.,1,1,NORMAL,false,SRC_MONDIAL_EXON50_OM,21,Periyodik Bakim Tablosu,"""On / Arka Fren Balatalari  --  K  K,D  K,D""",HIGH,
MT_MONDIAL_EXON50_08,Mondial,Exon 50,EXON 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,FRONT_BRAKE,"On / Arka Fren Sistemi - A,K",Brake system inspection/adjust,Fren sistemi kontrol/ayar,BRAKE_SYSTEM,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_EXON50_OM,21,Periyodik Bakim Tablosu,"""On / Arka Fren Sistemi  A  K,A  K  K,A""",HIGH,
MT_MONDIAL_EXON50_09,Mondial,Exon 50,EXON 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,FUEL_SYSTEM,"Yakit Baglanti ve Elemanlari - K,D",Fuel line & components inspection,Yakit baglanti ve elemanlari kontrolu,FUEL_LINE,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_EXON50_OM,21,Periyodik Bakim Tablosu,"""Yakit Baglanti ve Elemanlari  K  K  K  K,D"" (D marked at 6000 km column)",HIGH,
MT_MONDIAL_EXON50_10,Mondial,Exon 50,EXON 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,THROTTLE,"Gaz Teli, Gaz Kumanda Elcigi - K,A",Throttle cable check & adjust,Gaz kablosu kontrol ve ayar,THROTTLE,ADJUST,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_EXON50_OM,21,Periyodik Bakim Tablosu,"""Gaz Teli, Gaz Kumanda Elcigi  K  K,A  K,A  K,A"" (free play 2-6 mm)",HIGH,
MT_MONDIAL_EXON50_11,Mondial,Exon 50,EXON 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,SUSPENSION,"On Masa / Arka Amortisor - K,D",Front fork & rear shock inspection,On/arka amortisor kontrolu,SUSPENSION,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_EXON50_OM,21,Periyodik Bakim Tablosu,"""On Masa, On Duzen Baglantilari ve Yag Kontrolleri  K  K  K,D  K,D"" / ""Arka Amortisor, Baglantilari ve Yaglama  --  K  K  D""",HIGH,
MT_MONDIAL_EXON50_12,Mondial,Exon 50,EXON 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,FASTENERS,Motosiklet Uzerindeki Tum Civata ve Somunlar - A,All bolts & nuts check,Tum civata ve somun kontrolu,FASTENERS,TIGHTEN,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_EXON50_OM,21,Periyodik Bakim Tablosu,"""Motosiklet Uzerindeki Tum Civata ve Somunlar  A A A A"" / ""Egzoz, Borusu, Civata ve Somunlari  A A A A""",HIGH,
MT_MONDIAL_EXON50_13,Mondial,Exon 50,EXON 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,TYRES,Lastikler - K,Tyre inspection,Lastik kontrolu,TYRES,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_EXON50_OM,21,Periyodik Bakim Tablosu,"""Lastikler  K K K K""",HIGH,
MT_MONDIAL_EXON50_14,Mondial,Exon 50,EXON 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,BATTERY,Aku & Elektrik Tesisati - K,Battery & electrical inspection,Aku ve elektrik tesisati kontrolu,BATTERY,INSPECT,1000,2000,UNKNOWN,6,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_EXON50_OM,21,Periyodik Bakim Tablosu,"""*Aku & Elektrik Tesisati  K K K K"" ; ""*En gec 6 ayda bir AKU sarj durumunu kontrol edin.""",HIGH,
MT_MONDIAL_EXON50_15,Mondial,Exon 50,EXON 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,LIGHTS,"Lambalar / Gidon, Kumanda, Gosterge ve Aydinlatma - K",Lights & controls check,Aydinlatma ve kumanda kontrolu,LIGHTS,INSPECT,2000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_EXON50_OM,21,Periyodik Bakim Tablosu,"""Lambalar  K K K K"" / ""Gidon, Kumanda, Gosterge ve Aydinlatma  --  K,A  K  K,A""",HIGH,
MT_MONDIAL_EXON50_16,Mondial,Exon 50,EXON 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,GENERAL_INSPECTION,Servisleme / Periyodik bakim,General periodic service,Genel periyodik servis,GENERAL_INSPECTION,SERVICE,1000,2000,1,6,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_EXON50_OM,21,Periyodik Bakim Tablosu,"Full Periyodik Bakim Tablosu; services at 500-1000, 2000, 4000, 6000, 8000, 10000 ... km (every 2000 km / 6 months).",HIGH,
MT_MONDIAL_EXON50_17,Mondial,Exon 50,EXON 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,COOLANT,Sogutma Sistemi (sogutma sivisi 2 yilda bir degisim),Coolant inspection / change,Sogutma sistemi kontrol/degisim,COOLANT,INSPECT,1000,2000,UNKNOWN,24,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_EXON50_OM,21,Periyodik Bakim Tablosu,"""Sogutma Sistemi (sogutma sivisi 2 yilda bir degisim)  K K K K""",MEDIUM,"Table row is generic; the RideBase inventory lists this Mondial 50 as AIR-cooled, so this cooling-system row may not apply to this exact variant."
MT_MONDIAL_EXON50_18,Mondial,Exon 50,EXON 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,FUEL_FILTER,Yakit Filtresi / Benzin Filtresi,Fuel filter inspection/replace,Yakit filtresi kontrol/degisim,FUEL_FILTER,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_EXON50_OM,21,Periyodik Bakim Tablosu,"""Hava, Yag ve Yakit Filtreleri  T,B,D ..."" ; p24: ""Benzin filtresinin tum periyodik bakimlarda kontrol edilmesi, gerekli ise degistirilmesi""",MEDIUM,
MT_MONDIAL_EXON50_19,Mondial,Exon 50,EXON 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,CLUTCH,Kavrama - K / ECU & EFI Sistemi - K,Clutch & EFI system inspection,Kavrama ve EFI sistemi kontrolu,CLUTCH,INSPECT,2000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_EXON50_OM,21,Periyodik Bakim Tablosu,"""Kavrama  --  K K K"" / ""ECU & EFI Sistemi  --  K K K""",HIGH,
MT_MONDIAL_TURISMO50I_01,Mondial,Turismo 50i,TURISMO 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,ENGINE_OIL,Motor ve Sanzman Yagi - D,Engine oil change,Motor yagi degisimi,ENGINE_OIL,REPLACE,1000,1000,UNKNOWN,,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_TURISMO50I_OM,21,Periyodik Bakim Tablosu,"""Motor ve Sanzman Yagi  Her 1.000 Km de degistir""",HIGH,"Table row combines engine + transmission oil. Scooter table states 'change every 1,000 km'."
MT_MONDIAL_TURISMO50I_02,Mondial,Turismo 50i,TURISMO 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,AIR_FILTER,"Hava, Yag ve Yakit Filtreleri - T,B,D",Air filter clean,Hava filtresi temizligi,AIR_FILTER,CLEAN,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Clean more often in wet/dusty use.,1,0,NORMAL,false,SRC_MONDIAL_TURISMO50I_OM,21,Periyodik Bakim Tablosu,"""Hava, Yag ve Yakit Filtreleri  T,B,D  T,B  T,B  D""",HIGH,
MT_MONDIAL_TURISMO50I_03,Mondial,Turismo 50i,TURISMO 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,AIR_FILTER,Hava Filtresi - D,Air filter replace,Hava filtresi degisimi,AIR_FILTER,REPLACE,4000,4000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_MONDIAL_TURISMO50I_OM,21,Periyodik Bakim Tablosu,"""Hava, Yag ve Yakit Filtreleri ... D"" marked at 500-1000 and 6000 km columns",MEDIUM,
MT_MONDIAL_TURISMO50I_04,Mondial,Turismo 50i,TURISMO 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,SPARK_PLUG,"Buji - K,T,D",Spark plug clean & gap,Buji temizlik/ayar,SPARK_PLUG,CLEAN,2000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_TURISMO50I_OM,21,Periyodik Bakim Tablosu,"""Buji  K  K,T,D  K,T,D  K,T,D"" (check/clean/replace-if-needed from 2000 km)",HIGH,Table gives no separate spark-plug replace-only interval (D = replace if worn). Gap 0.6-0.7 mm.
MT_MONDIAL_TURISMO50I_05,Mondial,Turismo 50i,TURISMO 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,VALVE_CLEARANCE,"Supap araligi, sente ve motor - K",Valve clearance inspection,Supap boslugu kontrolu,VALVE_CLEARANCE,INSPECT,4000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,true,SRC_MONDIAL_TURISMO50I_OM,21,Periyodik Bakim Tablosu,"""Supap araligi, sente ve motor  --  --  K  K"" (checked from the 4000 km column)",MEDIUM,
MT_MONDIAL_TURISMO50I_06,Mondial,Turismo 50i,TURISMO 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,BRAKE_FLUID,Hidrolik Fren Sivisi ve Baglantilari,Brake fluid inspection / change,Fren hidroligi kontrol/degisim,BRAKE_FLUID,INSPECT,2000,2000,UNKNOWN,36,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_TURISMO50I_OM,21,Periyodik Bakim Tablosu,"""Hidrolik Fren Sivisi ve Baglantilari  Her 2.000 km bakim, max 3 yilda bir degisim""",HIGH,Inspect every 2000 km; replace at most every 3 years.
MT_MONDIAL_TURISMO50I_07,Mondial,Turismo 50i,TURISMO 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,BRAKE_PADS,"On / Arka Fren Balatalari - K,D",Brake pad inspection,Fren balata kontrolu,BRAKE_PADS,INSPECT,2000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Replace (D) when worn.,1,1,NORMAL,false,SRC_MONDIAL_TURISMO50I_OM,21,Periyodik Bakim Tablosu,"""On / Arka Fren Balatalari  --  K  K,D  K,D""",HIGH,
MT_MONDIAL_TURISMO50I_08,Mondial,Turismo 50i,TURISMO 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,FRONT_BRAKE,"On / Arka Fren Sistemi - A,K",Brake system inspection/adjust,Fren sistemi kontrol/ayar,BRAKE_SYSTEM,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_TURISMO50I_OM,21,Periyodik Bakim Tablosu,"""On / Arka Fren Sistemi  A  K,A  K  K,A""",HIGH,
MT_MONDIAL_TURISMO50I_09,Mondial,Turismo 50i,TURISMO 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,FUEL_SYSTEM,"Yakit Baglanti ve Elemanlari - K,D",Fuel line & components inspection,Yakit baglanti ve elemanlari kontrolu,FUEL_LINE,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_TURISMO50I_OM,21,Periyodik Bakim Tablosu,"""Yakit Baglanti ve Elemanlari  K  K  K  K,D"" (D marked at 6000 km column)",HIGH,
MT_MONDIAL_TURISMO50I_10,Mondial,Turismo 50i,TURISMO 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,THROTTLE,"Gaz Teli, Gaz Kumanda Elcigi - K,A",Throttle cable check & adjust,Gaz kablosu kontrol ve ayar,THROTTLE,ADJUST,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_TURISMO50I_OM,21,Periyodik Bakim Tablosu,"""Gaz Teli, Gaz Kumanda Elcigi  K  K,A  K,A  K,A"" (free play 2-6 mm)",HIGH,
MT_MONDIAL_TURISMO50I_11,Mondial,Turismo 50i,TURISMO 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,SUSPENSION,"On Masa / Arka Amortisor - K,D",Front fork & rear shock inspection,On/arka amortisor kontrolu,SUSPENSION,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_TURISMO50I_OM,21,Periyodik Bakim Tablosu,"""On Masa, On Duzen Baglantilari ve Yag Kontrolleri  K  K  K,D  K,D"" / ""Arka Amortisor, Baglantilari ve Yaglama  --  K  K  D""",HIGH,
MT_MONDIAL_TURISMO50I_12,Mondial,Turismo 50i,TURISMO 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,FASTENERS,Motosiklet Uzerindeki Tum Civata ve Somunlar - A,All bolts & nuts check,Tum civata ve somun kontrolu,FASTENERS,TIGHTEN,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_TURISMO50I_OM,21,Periyodik Bakim Tablosu,"""Motosiklet Uzerindeki Tum Civata ve Somunlar  A A A A"" / ""Egzoz, Borusu, Civata ve Somunlari  A A A A""",HIGH,
MT_MONDIAL_TURISMO50I_13,Mondial,Turismo 50i,TURISMO 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,TYRES,Lastikler - K,Tyre inspection,Lastik kontrolu,TYRES,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_TURISMO50I_OM,21,Periyodik Bakim Tablosu,"""Lastikler  K K K K""",HIGH,
MT_MONDIAL_TURISMO50I_14,Mondial,Turismo 50i,TURISMO 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,BATTERY,Aku & Elektrik Tesisati - K,Battery & electrical inspection,Aku ve elektrik tesisati kontrolu,BATTERY,INSPECT,1000,2000,UNKNOWN,6,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_TURISMO50I_OM,21,Periyodik Bakim Tablosu,"""*Aku & Elektrik Tesisati  K K K K"" ; ""*En gec 6 ayda bir AKU sarj durumunu kontrol edin.""",HIGH,
MT_MONDIAL_TURISMO50I_15,Mondial,Turismo 50i,TURISMO 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,LIGHTS,"Lambalar / Gidon, Kumanda, Gosterge ve Aydinlatma - K",Lights & controls check,Aydinlatma ve kumanda kontrolu,LIGHTS,INSPECT,2000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_TURISMO50I_OM,21,Periyodik Bakim Tablosu,"""Lambalar  K K K K"" / ""Gidon, Kumanda, Gosterge ve Aydinlatma  --  K,A  K  K,A""",HIGH,
MT_MONDIAL_TURISMO50I_16,Mondial,Turismo 50i,TURISMO 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,GENERAL_INSPECTION,Servisleme / Periyodik bakim,General periodic service,Genel periyodik servis,GENERAL_INSPECTION,SERVICE,1000,2000,1,6,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_TURISMO50I_OM,21,Periyodik Bakim Tablosu,"Full Periyodik Bakim Tablosu; services at 500-1000, 2000, 4000, 6000, 8000, 10000 ... km (every 2000 km / 6 months).",HIGH,
MT_MONDIAL_TURISMO50I_17,Mondial,Turismo 50i,TURISMO 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,COOLANT,Sogutma Sistemi (sogutma sivisi 2 yilda bir degisim),Coolant inspection / change,Sogutma sistemi kontrol/degisim,COOLANT,INSPECT,1000,2000,UNKNOWN,24,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_TURISMO50I_OM,21,Periyodik Bakim Tablosu,"""Sogutma Sistemi (sogutma sivisi 2 yilda bir degisim)  K K K K""",MEDIUM,"Table row is generic; the RideBase inventory lists this Mondial 50 as AIR-cooled, so this cooling-system row may not apply to this exact variant."
MT_MONDIAL_TURISMO50I_18,Mondial,Turismo 50i,TURISMO 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,FUEL_FILTER,Yakit Filtresi / Benzin Filtresi,Fuel filter inspection/replace,Yakit filtresi kontrol/degisim,FUEL_FILTER,INSPECT,1000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,1,NORMAL,false,SRC_MONDIAL_TURISMO50I_OM,21,Periyodik Bakim Tablosu,"""Hava, Yag ve Yakit Filtreleri  T,B,D ..."" ; p24: ""Benzin filtresinin tum periyodik bakimlarda kontrol edilmesi, gerekli ise degistirilmesi""",MEDIUM,
MT_MONDIAL_TURISMO50I_19,Mondial,Turismo 50i,TURISMO 50 I (EURO 5),UNKNOWN,UNKNOWN,TR,CLUTCH,Kavrama - K / ECU & EFI Sistemi - K,Clutch & EFI system inspection,Kavrama ve EFI sistemi kontrolu,CLUTCH,INSPECT,2000,2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_MONDIAL_TURISMO50I_OM,21,Periyodik Bakim Tablosu,"""Kavrama  --  K K K"" / ""ECU & EFI Sistemi  --  K K K""",HIGH,
MT_SYM_JETX125_01,SYM,Jet X 125,24-JETX,2024,UNKNOWN,GLOBAL,ENGINE_OIL,Engine oil,Engine oil change,Motor yagi degisimi,ENGINE_OIL,REPLACE,300,3000,UNKNOWN,3,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_SYM_JETX125_OM,29,PERIODICAL MAINTENANCE SCHEDULE,"""Engine oil ... Replacement for every 3000KM""",HIGH,
MT_SYM_JETX125_02,SYM,Jet X 125,24-JETX,2024,UNKNOWN,GLOBAL,AIR_FILTER,Air cleaner element,Air cleaner element replacement,Hava filtresi degisimi,AIR_FILTER,REPLACE,UNKNOWN,10000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_SYM_JETX125_OM,29,PERIODICAL MAINTENANCE SCHEDULE,"""Air cleaner element (Remark) ... Replacement for every 10000KM"" ; ""R(paper) R(sponge)""",HIGH,Remark 1: clean/replace more often on dusty roads or heavily polluted environment.
MT_SYM_JETX125_03,SYM,Jet X 125,24-JETX,2024,UNKNOWN,GLOBAL,AIR_FILTER,Air cleaner,Air cleaner inspection/clean,Hava filtresi kontrol/temizlik,AIR_FILTER,INSPECT,1000,3000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_SYM_JETX125_OM,29,PERIODICAL MAINTENANCE SCHEDULE,"""Air cleaner ... I"" at the periodic checkpoints",MEDIUM,
MT_SYM_JETX125_04,SYM,Jet X 125,24-JETX,2024,UNKNOWN,GLOBAL,ENGINE_OIL_FILTER,Oil filter (Screen),Oil filter (screen) cleaning,Yag filtresi (suzgec) temizligi,OIL_STRAINER,CLEAN,1000,3000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_SYM_JETX125_OM,29,PERIODICAL MAINTENANCE SCHEDULE,"""Oil filter (Screen) ... C"" (Cleaning, replace if necessary) at the periodic checkpoints",MEDIUM,
MT_SYM_JETX125_05,SYM,Jet X 125,24-JETX,2024,UNKNOWN,GLOBAL,SPARK_PLUG,Spark plug,Spark plug replacement,Buji degisimi,SPARK_PLUG,REPLACE,5000,5000,UNKNOWN,5,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_SYM_JETX125_OM,29,PERIODICAL MAINTENANCE SCHEDULE,"""Spark plug ... Replacement for every 5000KM(5 Months)""",HIGH,
MT_SYM_JETX125_06,SYM,Jet X 125,24-JETX,2024,UNKNOWN,GLOBAL,VALVE_CLEARANCE,Valve clearance,Valve clearance inspection,Supap boslugu kontrolu,VALVE_CLEARANCE,INSPECT,1000,3000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,1,0,NORMAL,false,SRC_SYM_JETX125_OM,29,PERIODICAL MAINTENANCE SCHEDULE,"""Valve clearance ... I"" at the periodic checkpoints",MEDIUM,No explicit km stated for valve clearance in the remarks column.
